,Область,Округ,Год,Кол-во
962,        Челябинская область,Уральский федеральный округ,01.10.2018,253326
963,        Республика Алтай,Сибирский федеральный округ,01.10.2018,21348
964,        Республика Тыва,Сибирский федеральный округ,01.10.2018,6814
965,        Республика Хакасия,Сибирский федеральный округ,01.10.2018,36981
966,        Алтайский край,Сибирский федеральный округ,01.10.2018,147987
967,        Красноярский край,Сибирский федеральный округ,01.10.2018,161022
968,        Иркутская область,Сибирский федеральный округ,01.10.2018,134500
969,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.10.2018,217499
970,        Новосибирская область,Сибирский федеральный округ,01.10.2018,289406
971,        Омская область,Сибирский федеральный округ,01.10.2018,126329
972,        Томская область,Сибирский федеральный округ,01.10.2018,90252
973,        Республика Бурятия,Дальневосточный федеральный округ,01.10.2018,70504
974,        Забайкальский край,Дальневосточный федеральный округ,01.10.2018,42620
975,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.10.2018,36299
976,        Камчатский край,Дальневосточный федеральный округ,01.10.2018,35410
977,        Приморский край,Дальневосточный федеральный округ,01.10.2018,240295
978,        Хабаровский край,Дальневосточный федеральный округ,01.10.2018,138959
979,        Амурская область,Дальневосточный федеральный округ,01.10.2018,80783
980,        Магаданская область,Дальневосточный федеральный округ,01.10.2018,17196
981,        Сахалинская область,Дальневосточный федеральный округ,01.10.2018,49543
982,        Еврейская автономная область,Дальневосточный федеральный округ,01.10.2018,7167
983,        Чукотский автономный округ,Дальневосточный федеральный округ,01.10.2018,4507
984,        Белгородская область,Центральный федеральный округ,01.01.2019,55785.0
985,        Брянская область,Центральный федеральный округ,01.01.2019,35162.0
986,        Владимирская область,Центральный федеральный округ,01.01.2019,119470.0
987,        Воронежская область,Центральный федеральный округ,01.01.2019,140019.0
988,        Ивановская область,Центральный федеральный округ,01.01.2019,52600.0
989,        Калужская область,Центральный федеральный округ,01.01.2019,115332.0
990,        Костромская область,Центральный федеральный округ,01.01.2019,59882.0
991,        Курская область,Центральный федеральный округ,01.01.2019,37601.0
992,        Липецкая область,Центральный федеральный округ,01.01.2019,40576.0
993,        Московская область,Центральный федеральный округ,01.01.2019,911541.0
994,        Орловская область,Центральный федеральный округ,01.01.2019,27767.0
995,        Рязанская область,Центральный федеральный округ,01.01.2019,108515.0
996,        Смоленская область,Центральный федеральный округ,01.01.2019,48901.0
997,        Тамбовская область,Центральный федеральный округ,01.01.2019,34044.0
998,        Тверская область,Центральный федеральный округ,01.01.2019,116914.0
999,        Тульская область,Центральный федеральный округ,01.01.2019,87839.0
1000,        Ярославская область,Центральный федеральный округ,01.01.2019,191643.0
1001,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.01.2019,1583531.0
1002,        Республика Карелия,Северо-Западный федеральный округ,01.01.2019,97678.0
1003,        Республика Коми,Северо-Западный федеральный округ,01.01.2019,50285.0
1004,        Архангельская область,Северо-Западный федеральный округ,01.01.2019,75777.0
1005,        Вологодская область,Северо-Западный федеральный округ,01.01.2019,141885.0
1006,        Калининградская область,Северо-Западный федеральный округ,01.01.2019,91118.0
1007,        Ленинградская область,Северо-Западный федеральный округ,01.01.2019,232416.0
1008,        Мурманская область,Северо-Западный федеральный округ,01.01.2019,73830.0
1009,        Новгородская область,Северо-Западный федеральный округ,01.01.2019,42775.0
1010,        Псковская область,Северо-Западный федеральный округ,01.01.2019,75862.0
1011,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.01.2019,758510.0
1012,        Республика Адыгея (Адыгея),Южный федеральный округ,01.01.2019,25154.0
1013,        Республика Калмыкия,Южный федеральный округ,01.01.2019,8676.0
1014,        Республика Крым,Южный федеральный округ,01.01.2019,154527.0
1015,        Краснодарский край,Южный федеральный округ,01.01.2019,939471.0
1016,        Астраханская область,Южный федеральный округ,01.01.2019,33642.0
1017,        Волгоградская область,Южный федеральный округ,01.01.2019,90772.0
1018,        Ростовская область,Южный федеральный округ,01.01.2019,95463.0
1019,        Город федерального значения Севастополь,Южный федеральный округ,01.01.2019,12353.0
1020,        Республика Дагестан,Северо-Кавказский федеральный округ,01.01.2019,15074.0
1021,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.01.2019,1737.0
1022,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.01.2019,21808.0
1023,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.01.2019,35523.0
1024,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.01.2019,13899.0
1025,        Чеченская Республика,Северо-Кавказский федеральный округ,01.01.2019,11400.0
1026,        Ставропольский край,Северо-Кавказский федеральный округ,01.01.2019,204806.0
1027,        Республика Башкортостан,Приволжский федеральный округ,01.01.2019,270524.0
1028,        Республика Марий Эл,Приволжский федеральный округ,01.01.2019,23078.0
1029,        Республика Мордовия,Приволжский федеральный округ,01.01.2019,24241.0
1030,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.01.2019,465679.0
1031,        Удмуртская Республика,Приволжский федеральный округ,01.01.2019,77594.0
1032,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.01.2019,54713.0
1033,        Пермский край,Приволжский федеральный округ,01.01.2019,130845.0
1034,        Кировская область,Приволжский федеральный округ,01.01.2019,74105.0
1035,        Нижегородская область,Приволжский федеральный округ,01.01.2019,253956.0
1036,        Оренбургская область,Приволжский федеральный округ,01.01.2019,63864.0
1037,        Пензенская область,Приволжский федеральный округ,01.01.2019,42421.0
1038,        Самарская область,Приволжский федеральный округ,01.01.2019,148795.0
1039,        Саратовская область,Приволжский федеральный округ,01.01.2019,47908.0
1040,        Ульяновская область,Приволжский федеральный округ,01.01.2019,62393.0
1041,        Курганская область,Уральский федеральный округ,01.01.2019,29511.0
1042,        Свердловская область,Уральский федеральный округ,01.01.2019,362083.0
1043,        Тюменская область,Уральский федеральный округ,01.01.2019,343720.0
1044,        Челябинская область,Уральский федеральный округ,01.01.2019,171648.0
1045,        Республика Алтай,Сибирский федеральный округ,01.01.2019,12984.0
1046,        Республика Тыва,Сибирский федеральный округ,01.01.2019,4251.0
1047,        Республика Хакасия,Сибирский федеральный округ,01.01.2019,28059.0
1048,        Алтайский край,Сибирский федеральный округ,01.01.2019,122814.0
1049,        Красноярский край,Сибирский федеральный округ,01.01.2019,167343.0
1050,        Иркутская область,Сибирский федеральный округ,01.01.2019,162582.0
1051,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.01.2019,142625.0
1052,        Новосибирская область,Сибирский федеральный округ,01.01.2019,195688.0
1053,        Омская область,Сибирский федеральный округ,01.01.2019,85318.0
1054,        Томская область,Сибирский федеральный округ,01.01.2019,40984.0
1055,        Республика Бурятия,Дальневосточный федеральный округ,01.01.2019,39838.0
1056,        Забайкальский край,Дальневосточный федеральный округ,01.01.2019,43764.0
1057,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.01.2019,49478.0
1058,        Камчатский край,Дальневосточный федеральный округ,01.01.2019,26629.0
1059,        Приморский край,Дальневосточный федеральный округ,01.01.2019,155424.0
1060,        Хабаровский край,Дальневосточный федеральный округ,01.01.2019,109891.0
1061,        Амурская область,Дальневосточный федеральный округ,01.01.2019,67163.0
1062,        Магаданская область,Дальневосточный федеральный округ,01.01.2019,14672.0
1063,        Сахалинская область,Дальневосточный федеральный округ,01.01.2019,39600.0
1064,        Еврейская автономная область,Дальневосточный федеральный округ,01.01.2019,6672.0
1065,        Чукотский автономный округ,Дальневосточный федеральный округ,01.01.2019,3846.0
1066,        Белгородская область,Центральный федеральный округ,01.04.2019,84648
1067,        Брянская область,Центральный федеральный округ,01.04.2019,63219
1068,        Владимирская область,Центральный федеральный округ,01.04.2019,142600
1069,        Воронежская область,Центральный федеральный округ,01.04.2019,119752
1070,        Ивановская область,Центральный федеральный округ,01.04.2019,49230
1071,        Калужская область,Центральный федеральный округ,01.04.2019,130586
1072,        Костромская область,Центральный федеральный округ,01.04.2019,70106
1073,        Курская область,Центральный федеральный округ,01.04.2019,58590
1074,        Липецкая область,Центральный федеральный округ,01.04.2019,65304
1075,        Московская область,Центральный федеральный округ,01.04.2019,788857
1076,        Орловская область,Центральный федеральный округ,01.04.2019,33871
1077,        Рязанская область,Центральный федеральный округ,01.04.2019,107829
1078,        Смоленская область,Центральный федеральный округ,01.04.2019,46808
1079,        Тамбовская область,Центральный федеральный округ,01.04.2019,45143
1080,        Тверская область,Центральный федеральный округ,01.04.2019,162560
1081,        Тульская область,Центральный федеральный округ,01.04.2019,89750
1082,        Ярославская область,Центральный федеральный округ,01.04.2019,229319
1083,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.04.2019,1821018
1084,        Республика Карелия,Северо-Западный федеральный округ,01.04.2019,112869
1085,        Республика Коми,Северо-Западный федеральный округ,01.04.2019,44988
1086,        Архангельская область,Северо-Западный федеральный округ,01.04.2019,73240
1087,        Вологодская область,Северо-Западный федеральный округ,01.04.2019,139715
1088,        Калининградская область,Северо-Западный федеральный округ,01.04.2019,123973
1089,        Ленинградская область,Северо-Западный федеральный округ,01.04.2019,212675
1090,        Мурманская область,Северо-Западный федеральный округ,01.04.2019,66144
1091,        Новгородская область,Северо-Западный федеральный округ,01.04.2019,54719
1092,        Псковская область,Северо-Западный федеральный округ,01.04.2019,110884
1093,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.04.2019,1158114
1094,        Республика Адыгея (Адыгея),Южный федеральный округ,01.04.2019,30643
1095,        Республика Калмыкия,Южный федеральный округ,01.04.2019,10270
1096,        Республика Крым,Южный федеральный округ,01.04.2019,411562
1097,        Краснодарский край,Южный федеральный округ,01.04.2019,1959197
1098,        Астраханская область,Южный федеральный округ,01.04.2019,81484
1099,        Волгоградская область,Южный федеральный округ,01.04.2019,162627
1100,        Ростовская область,Южный федеральный округ,01.04.2019,261116
1101,        Город федерального значения Севастополь,Южный федеральный округ,01.04.2019,43695
1102,        Республика Дагестан,Северо-Кавказский федеральный округ,01.04.2019,42743
1103,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.04.2019,2156
1104,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.04.2019,39404
1105,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.04.2019,30331
1106,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.04.2019,18297
1107,        Чеченская Республика,Северо-Кавказский федеральный округ,01.04.2019,35506
1108,        Ставропольский край,Северо-Кавказский федеральный округ,01.04.2019,274317
1109,        Республика Башкортостан,Приволжский федеральный округ,01.04.2019,319765
1110,        Республика Марий Эл,Приволжский федеральный округ,01.04.2019,38649
1111,        Республика Мордовия,Приволжский федеральный округ,01.04.2019,20731
1112,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.04.2019,577583
1113,        Удмуртская Республика,Приволжский федеральный округ,01.04.2019,81221
1114,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.04.2019,70263
1115,        Пермский край,Приволжский федеральный округ,01.04.2019,164507
1116,        Кировская область,Приволжский федеральный округ,01.04.2019,82715
1117,        Нижегородская область,Приволжский федеральный округ,01.04.2019,301008
1118,        Оренбургская область,Приволжский федеральный округ,01.04.2019,106006
1119,        Пензенская область,Приволжский федеральный округ,01.04.2019,50597
1120,        Самарская область,Приволжский федеральный округ,01.04.2019,216734
1121,        Саратовская область,Приволжский федеральный округ,01.04.2019,110795
1122,        Ульяновская область,Приволжский федеральный округ,01.04.2019,87664
1123,        Курганская область,Уральский федеральный округ,01.04.2019,38008
1124,        Свердловская область,Уральский федеральный округ,01.04.2019,363391
1125,        Тюменская область,Уральский федеральный округ,01.04.2019,324330
1126,        Челябинская область,Уральский федеральный округ,01.04.2019,215638
1127,        Республика Алтай,Сибирский федеральный округ,01.04.2019,43594
1128,        Республика Тыва,Сибирский федеральный округ,01.04.2019,6376
1129,        Республика Хакасия,Сибирский федеральный округ,01.04.2019,32301
1130,        Алтайский край,Сибирский федеральный округ,01.04.2019,159269
1131,        Красноярский край,Сибирский федеральный округ,01.04.2019,159160
1132,        Иркутская область,Сибирский федеральный округ,01.04.2019,143238
1133,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.04.2019,133399
1134,        Новосибирская область,Сибирский федеральный округ,01.04.2019,251527
1135,        Омская область,Сибирский федеральный округ,01.04.2019,144545
1136,        Томская область,Сибирский федеральный округ,01.04.2019,56813
1137,        Республика Бурятия,Дальневосточный федеральный округ,01.04.2019,66556
1138,        Забайкальский край,Дальневосточный федеральный округ,01.04.2019,71147
1139,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.04.2019,28386
1140,        Камчатский край,Дальневосточный федеральный округ,01.04.2019,37187
1141,        Приморский край,Дальневосточный федеральный округ,01.04.2019,248284
1142,        Хабаровский край,Дальневосточный федеральный округ,01.04.2019,163811
1143,        Амурская область,Дальневосточный федеральный округ,01.04.2019,77328
1144,        Магаданская область,Дальневосточный федеральный округ,01.04.2019,13207
1145,        Сахалинская область,Дальневосточный федеральный округ,01.04.2019,46161
1146,        Еврейская автономная область,Дальневосточный федеральный округ,01.04.2019,7519
1147,        Чукотский автономный округ,Дальневосточный федеральный округ,01.04.2019,4158
1148,        Белгородская область,Центральный федеральный округ,01.07.2019,88912
1149,        Брянская область,Центральный федеральный округ,01.07.2019,95235
1150,        Владимирская область,Центральный федеральный округ,01.07.2019,227497
1151,        Воронежская область,Центральный федеральный округ,01.07.2019,145095
1152,        Ивановская область,Центральный федеральный округ,01.07.2019,62115
1153,        Калужская область,Центральный федеральный округ,01.07.2019,132606
1154,        Костромская область,Центральный федеральный округ,01.07.2019,126215
1155,        Курская область,Центральный федеральный округ,01.07.2019,72385
1156,        Липецкая область,Центральный федеральный округ,01.07.2019,78373
1157,        Московская область,Центральный федеральный округ,01.07.2019,1157358
1158,        Орловская область,Центральный федеральный округ,01.07.2019,30132
1159,        Рязанская область,Центральный федеральный округ,01.07.2019,122303
1160,        Смоленская область,Центральный федеральный округ,01.07.2019,60697
1161,        Тамбовская область,Центральный федеральный округ,01.07.2019,54893
1162,        Тверская область,Центральный федеральный округ,01.07.2019,191231
1163,        Тульская область,Центральный федеральный округ,01.07.2019,157103
1164,        Ярославская область,Центральный федеральный округ,01.07.2019,346827
1165,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.07.2019,1688796
1166,        Республика Карелия,Северо-Западный федеральный округ,01.07.2019,142490
1167,        Республика Коми,Северо-Западный федеральный округ,01.07.2019,36110
1168,        Архангельская область,Северо-Западный федеральный округ,01.07.2019,126129
1169,        Вологодская область,Северо-Западный федеральный округ,01.07.2019,139651
1170,        Калининградская область,Северо-Западный федеральный округ,01.07.2019,194836
1171,        Ленинградская область,Северо-Западный федеральный округ,01.07.2019,342048
1172,        Мурманская область,Северо-Западный федеральный округ,01.07.2019,78980
1173,        Новгородская область,Северо-Западный федеральный округ,01.07.2019,67884
1174,        Псковская область,Северо-Западный федеральный округ,01.07.2019,121565
1175,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.07.2019,1419266
1176,        Республика Адыгея (Адыгея),Южный федеральный округ,01.07.2019,38321
1177,        Республика Калмыкия,Южный федеральный округ,01.07.2019,9461
1178,        Республика Крым,Южный федеральный округ,01.07.2019,1370528
1179,        Краснодарский край,Южный федеральный округ,01.07.2019,3897468
1180,        Астраханская область,Южный федеральный округ,01.07.2019,70159
1181,        Волгоградская область,Южный федеральный округ,01.07.2019,234265
1182,        Ростовская область,Южный федеральный округ,01.07.2019,357874
1183,        Город федерального значения Севастополь,Южный федеральный округ,01.07.2019,115851
1184,        Республика Дагестан,Северо-Кавказский федеральный округ,01.07.2019,150867
1185,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.07.2019,2274
1186,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.07.2019,31692
1187,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.07.2019,35710
1188,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.07.2019,29318
1189,        Чеченская Республика,Северо-Кавказский федеральный округ,01.07.2019,14545
1190,        Ставропольский край,Северо-Кавказский федеральный округ,01.07.2019,320502
1191,        Республика Башкортостан,Приволжский федеральный округ,01.07.2019,360436
1192,        Республика Марий Эл,Приволжский федеральный округ,01.07.2019,55381
1193,        Республика Мордовия,Приволжский федеральный округ,01.07.2019,24310
1194,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.07.2019,601827
1195,        Удмуртская Республика,Приволжский федеральный округ,01.07.2019,106837
1196,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.07.2019,92235
1197,        Пермский край,Приволжский федеральный округ,01.07.2019,214706
1198,        Кировская область,Приволжский федеральный округ,01.07.2019,108092
1199,        Нижегородская область,Приволжский федеральный округ,01.07.2019,428540
1200,        Оренбургская область,Приволжский федеральный округ,01.07.2019,144091
1201,        Пензенская область,Приволжский федеральный округ,01.07.2019,78866
1202,        Самарская область,Приволжский федеральный округ,01.07.2019,281815
1203,        Саратовская область,Приволжский федеральный округ,01.07.2019,216245
1204,        Ульяновская область,Приволжский федеральный округ,01.07.2019,92023
1205,        Курганская область,Уральский федеральный округ,01.07.2019,50695
1206,        Свердловская область,Уральский федеральный округ,01.07.2019,450179
1207,        Тюменская область,Уральский федеральный округ,01.07.2019,347130
1208,        Челябинская область,Уральский федеральный округ,01.07.2019,343949
1209,        Республика Алтай,Сибирский федеральный округ,01.07.2019,96052
1210,        Республика Тыва,Сибирский федеральный округ,01.07.2019,20158
1211,        Республика Хакасия,Сибирский федеральный округ,01.07.2019,64328
1212,        Алтайский край,Сибирский федеральный округ,01.07.2019,217319
1213,        Красноярский край,Сибирский федеральный округ,01.07.2019,216887
1214,        Иркутская область,Сибирский федеральный округ,01.07.2019,213583
1215,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.07.2019,167794
1216,        Новосибирская область,Сибирский федеральный округ,01.07.2019,299118
1217,        Омская область,Сибирский федеральный округ,01.07.2019,144545
1218,        Томская область,Сибирский федеральный округ,01.07.2019,59219
1219,        Республика Бурятия,Дальневосточный федеральный округ,01.07.2019,175833
1220,        Забайкальский край,Дальневосточный федеральный округ,01.07.2019,51879
1221,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.07.2019,40580
1222,        Камчатский край,Дальневосточный федеральный округ,01.07.2019,51928
1223,        Приморский край,Дальневосточный федеральный округ,01.07.2019,286153
1224,        Хабаровский край,Дальневосточный федеральный округ,01.07.2019,137967
1225,        Амурская область,Дальневосточный федеральный округ,01.07.2019,78493
1226,        Магаданская область,Дальневосточный федеральный округ,01.07.2019,12575
1227,        Сахалинская область,Дальневосточный федеральный округ,01.07.2019,51079
1228,        Еврейская автономная область,Дальневосточный федеральный округ,01.07.2019,10298
1229,        Чукотский автономный округ,Дальневосточный федеральный округ,01.07.2019,4510
1230,        Белгородская область,Центральный федеральный округ,01.10.2019,55864
1231,        Брянская область,Центральный федеральный округ,01.10.2019,53049
1232,        Владимирская область,Центральный федеральный округ,01.10.2019,49530
1233,        Воронежская область,Центральный федеральный округ,01.10.2019,192354
1234,        Ивановская область,Центральный федеральный округ,01.10.2019,68459
1235,        Калужская область,Центральный федеральный округ,01.10.2019,115690
1236,        Костромская область,Центральный федеральный округ,01.10.2019,83274
1237,        Курская область,Центральный федеральный округ,01.10.2019,42370
1238,        Липецкая область,Центральный федеральный округ,01.10.2019,42322
1239,        Московская область,Центральный федеральный округ,01.10.2019,1348582
1240,        Орловская область,Центральный федеральный округ,01.10.2019,29593
1241,        Рязанская область,Центральный федеральный округ,01.10.2019,84401
1242,        Смоленская область,Центральный федеральный округ,01.10.2019,51991
1243,        Тамбовская область,Центральный федеральный округ,01.10.2019,39572
1244,        Тверская область,Центральный федеральный округ,01.10.2019,131851
1245,        Тульская область,Центральный федеральный округ,01.10.2019,119733
1246,        Ярославская область,Центральный федеральный округ,01.10.2019,220277
1247,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.10.2019,1821974
1248,        Республика Карелия,Северо-Западный федеральный округ,01.10.2019,74807
1249,        Республика Коми,Северо-Западный федеральный округ,01.10.2019,60338
1250,        Архангельская область,Северо-Западный федеральный округ,01.10.2019,88074
1251,        Вологодская область,Северо-Западный федеральный округ,01.10.2019,80606
1252,        Калининградская область,Северо-Западный федеральный округ,01.10.2019,122711
1253,        Ленинградская область,Северо-Западный федеральный округ,01.10.2019,266185
1254,        Мурманская область,Северо-Западный федеральный округ,01.10.2019,73495
1255,        Новгородская область,Северо-Западный федеральный округ,01.10.2019,113599
1256,        Псковская область,Северо-Западный федеральный округ,01.10.2019,90657
1257,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.10.2019,1218925
1258,        Республика Адыгея (Адыгея),Южный федеральный округ,01.10.2019,35459
1259,        Республика Калмыкия,Южный федеральный округ,01.10.2019,13984
1260,        Республика Крым,Южный федеральный округ,01.10.2019,168730
1261,        Краснодарский край,Южный федеральный округ,01.10.2019,1175166
1262,        Астраханская область,Южный федеральный округ,01.10.2019,36489
1263,        Волгоградская область,Южный федеральный округ,01.10.2019,136558
1264,        Ростовская область,Южный федеральный округ,01.10.2019,162996
1265,        Город федерального значения Севастополь,Южный федеральный округ,01.10.2019,22524
1266,        Республика Дагестан,Северо-Кавказский федеральный округ,01.10.2019,13395
1267,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.10.2019,2025
1268,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.10.2019,31265
1269,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.10.2019,20472
1270,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.10.2019,14574
1271,        Чеченская Республика,Северо-Кавказский федеральный округ,01.10.2019,15232
1272,        Ставропольский край,Северо-Кавказский федеральный округ,01.10.2019,269038
1273,        Республика Башкортостан,Приволжский федеральный округ,01.10.2019,215205
1274,        Республика Марий Эл,Приволжский федеральный округ,01.10.2019,29238
1275,        Республика Мордовия,Приволжский федеральный округ,01.10.2019,33612
1276,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.10.2019,498634
1277,        Удмуртская Республика,Приволжский федеральный округ,01.10.2019,97697
1278,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.10.2019,63194
1279,        Пермский край,Приволжский федеральный округ,01.10.2019,179387
1280,        Кировская область,Приволжский федеральный округ,01.10.2019,86744
1281,        Нижегородская область,Приволжский федеральный округ,01.10.2019,291921
1282,        Оренбургская область,Приволжский федеральный округ,01.10.2019,69210
1283,        Пензенская область,Приволжский федеральный округ,01.10.2019,101218
1284,        Самарская область,Приволжский федеральный округ,01.10.2019,189661
1285,        Саратовская область,Приволжский федеральный округ,01.10.2019,34479
1286,        Ульяновская область,Приволжский федеральный округ,01.10.2019,78495
1287,        Курганская область,Уральский федеральный округ,01.10.2019,35467
1288,        Свердловская область,Уральский федеральный округ,01.10.2019,405754
1289,        Тюменская область,Уральский федеральный округ,01.10.2019,592183
1290,        Челябинская область,Уральский федеральный округ,01.10.2019,206120
1291,        Республика Алтай,Сибирский федеральный округ,01.10.2019,38263
1292,        Республика Тыва,Сибирский федеральный округ,01.10.2019,8453
1293,        Республика Хакасия,Сибирский федеральный округ,01.10.2019,54042
1294,        Алтайский край,Сибирский федеральный округ,01.10.2019,149347
1295,        Красноярский край,Сибирский федеральный округ,01.10.2019,179694
1296,        Иркутская область,Сибирский федеральный округ,01.10.2019,172888
1297,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.10.2019,146234
1298,        Новосибирская область,Сибирский федеральный округ,01.10.2019,289358
1299,        Омская область,Сибирский федеральный округ,01.10.2019,119287
1300,        Томская область,Сибирский федеральный округ,01.10.2019,60292
1301,        Республика Бурятия,Дальневосточный федеральный округ,01.10.2019,79244
1302,        Забайкальский край,Дальневосточный федеральный округ,01.10.2019,45335
1303,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.10.2019,70896
1304,        Камчатский край,Дальневосточный федеральный округ,01.10.2019,30878
1305,        Приморский край,Дальневосточный федеральный округ,01.10.2019,159182
1306,        Хабаровский край,Дальневосточный федеральный округ,01.10.2019,124437
1307,        Амурская область,Дальневосточный федеральный округ,01.10.2019,55160
1308,        Магаданская область,Дальневосточный федеральный округ,01.10.2019,14264
1309,        Сахалинская область,Дальневосточный федеральный округ,01.10.2019,51796
1310,        Еврейская автономная область,Дальневосточный федеральный округ,01.10.2019,12535
